Code No,Item,Unit,Quantity,Min,Max,Date
5005,Rice - Mogara,Quintal,560,3200.0,4800.0,2025-01-20
5006,Rice Flakes,Quintal,629,3500.0,4500.0,2025-01-20
5007,Rice - Ambemohar,Quintal,38,6200.0,7500.0,2025-01-20
5008,Rice - Kolam,Quintal,677,4000.0,7200.0,2025-01-20
5010,Rice - Dass,Quintal,710,3200.0,3800.0,2025-01-20
5011,Rice - Ukada,Quintal,431,3400.0,4300.0,2025-01-20
5012,Rice - Masuri,Quintal,397,3600.0,4000.0,2025-01-20
5013,Rice - Indrayani,Quintal,127,4200.0,5800.0,2025-01-20
5015,Wheat - Lokwan,Quintal,2566,3400.0,4000.0,2025-01-20
5017,Wheat - Gujarat Vinat,Quintal,662,3500.0,4200.0,2025-01-20
5018,Wheat - Gujarat Tukdi,Quintal,423,3200.0,3900.0,2025-01-20
5019,Wheat - Sinhor,Quintal,399,4000.0,4700.0,2025-01-20
5021,Sorghum - Maldandi No.1,Quintal,714,4500.0,5000.0,2025-01-20
5022,Sorghum - Maldandi No.2,Quintal,411,4200.0,4600.0,2025-01-20
5024,Sorghum - Vasant No.9,Quintal,545,4200.0,4400.0,2025-01-20
5025,Sorghum - Duri,Quintal,408,4000.0,4200.0,2025-01-20
5026,Pearl Millet - Gowran,Quintal,583,3100.0,3300.0,2025-01-20
5027,Pearl Millet - Hybrid,Quintal,443,3400.0,3700.0,2025-01-20
5028,Pearl Millet - Mahico No.910,Quintal,454,3500.0,3900.0,2025-01-20
5030,Peas - Green,Quintal,37,10400.0,11600.0,2025-01-20
5031,Peas - White,Quintal,33,4000.0,4700.0,2025-01-20
5033,Lentil,Quintal,38,6900.0,7300.0,2025-01-20
5035,Coriander - Indore,Quintal,2,10000.0,13000.0,2025-01-20
5036,Coriander - Gowran,Quintal,3,9500.0,10500.0,2025-01-20
5037,Chickpeas - Chafa,Quintal,39,7300.0,8500.0,2025-01-20
5038,Chickpeas - Hybrid,Quintal,37,7100.0,8300.0,2025-01-20
5041,Black Gram,Quintal,2,8900.0,10400.0,2025-01-20
5043,Maize - Red,Quintal,3,2400.0,2600.0,2025-01-20
5045,Tamarind - Old,Quintal,2,5500.0,6000.0,2025-01-20
5046,Tamarind - New,Quintal,3,8500.0,10000.0,2025-01-20
5047,Peanut - Gunguru,Quintal,774,9300.0,9800.0,2025-01-20
5048,Peanut - Jara,Quintal,325,9900.0,10200.0,2025-01-20
5049,Peanut - Spanish,Quintal,451,10200.0,10600.0,2025-01-20
5050,Turmeric - Rajapuri,Quintal,2,15000.0,19000.0,2025-01-20
5054,Green Gram,Quintal,36,8900.0,9800.0,2025-01-20
5057,Horse Gram,Quintal,6,6200.0,7000.0,2025-01-20
5058,Cowpea,Quintal,4,9300.0,12000.0,2025-01-20
5061,Finger Millet,Quintal,4,4400.0,5400.0,2025-01-20
5063,Jaggery - Type 1,Quintal,305,3661.0,3851.0,2025-01-20
5064,Jaggery - Type 2,Quintal,190,3525.0,3651.0,2025-01-20
5065,Red Jaggery,Quintal,207,3451.0,3521.0,2025-01-20
5067,Box Jaggery,Quintal,289,3700.0,4000.0,2025-01-20
5068,Red Chilli - Byadgi,Quintal,4,17000.0,19000.0,2025-01-20
5069,Red Chilli - Guntur,Quintal,2,16000.0,17000.0,2025-01-20
6009,Dates,10 Kg,1556,500.0,1400.0,2025-01-20
6011,Grated Coconut,25 Kg,1605,2830.0,3000.0,2025-01-20
6018,Amaranth,50 Kg,1382,6300.0,7400.0,2025-01-20
7002,Marigold,1 Kg,344,100.0,200.0,2025-01-20
7005,Tube Rose,1 Kg,4130,40.0,80.0,2025-01-20
7006,Marigold,1 Kg,32589,10.0,30.0,2025-01-20
7007,Holy Basil,1 Kg,3560,10.0,20.0,2025-01-20
7009,Lightning,1 Kg,8147,10.0,30.0,2025-01-20
7011,White Chrysanthemum,1 Kg,16211,30.0,80.0,2025-01-20
7012,Yellow Chrysanthemum,1 Kg,7326,20.0,60.0,2025-01-20
7013,Aster,Per Hundred,7480,10.0,15.0,2025-01-20
7015,Lily,Bundle,528,5.0,10.0,2025-01-20
7016,Rose,Bunch,4325,10.0,15.0,2025-01-20
7018,Tube Rose Stick,Bunch,920,20.0,40.0,2025-01-20
7020,Golden D.J.,Bunch,3401,10.0,30.0,2025-01-20
7021,Gladiolus Plain,Bunch,143,10.0,40.0,2025-01-20
7022,Gladiolus Colored,Bunch,527,60.0,80.0,2025-01-20
7027,Tats,Bunch,2415,10.0,20.0,2025-01-20
7028,Gypsy,Bunch,658,50.0,100.0,2025-01-20
7031,Gerbera,Bunch,3144,10.0,20.0,2025-01-20
7032,Carnation,Bunch,407,60.0,100.0,2025-01-20
7033,Dutch Rose,Bunch,4655,80.0,140.0,2025-01-20
7035,Portia Tree,Per Piece,1920,10.0,15.0,2025-01-20
7036,Hibiscus,Per Hundred,96,5.0,10.0,2025-01-20
7038,Lilium,Bunch,123,600.0,800.0,2025-01-20
7039,Orchid,Bunch,580,200.0,400.0,2025-01-20
7040,Anthurium,Bunch,436,100.0,150.0,2025-01-20
7041,Grass,Bunch,1402,15.0,20.0,2025-01-20
7042,Leaf,Bunch,3105,20.0,40.0,2025-01-20
1001,Onion,Quintal,13758,1400.0,2800.0,2025-01-19
1002,Potato,Quintal,5585,1500.0,2100.0,2025-01-19
1003,Garlic,Quintal,910,15000.0,26000.0,2025-01-19
1004,Ginger,Quintal,404,1000.0,2800.0,2025-01-19
2001,Ladyfinger,Quintal,300,2000.0,6000.0,2025-01-19
2002,Cluster Beans,Quintal,73,4000.0,8000.0,2025-01-19
2003,Tomato,Quintal,2213,500.0,1200.0,2025-01-19
2004,Peas,Quintal,1371,3000.0,4000.0,2025-01-19
2005,Ridge Gourd,Quintal,306,3000.0,7000.0,2025-01-19
2006,Tinda,Quintal,75,2500.0,6000.0,2025-01-19
2007,Green Chilli,Quintal,719,3000.0,5000.0,2025-01-19
2008,Bottle Gourd,Quintal,151,1500.0,4000.0,2025-01-19
2010,Cucumber,Quintal,736,1500.0,4000.0,2025-01-19
2011,Bitter Gourd,Quintal,169,2500.0,4000.0,2025-01-19
2012,Yam,Quintal,59,1000.0,1500.0,2025-01-19
2013,Carrot,Quintal,1623,1000.0,2800.0,2025-01-19
2014,Snake Gourd,Quintal,48,2000.0,4000.0,2025-01-19
2015,Pointed Gourd,Quintal,6,2000.0,4000.0,2025-01-19
2016,Cauliflower,Quintal,938,600.0,1200.0,2025-01-19
2017,Cabbage,Quintal,740,400.0,1000.0,2025-01-19
2018,Brinjal,Quintal,426,1000.0,4000.0,2025-01-19
2019,Pumpkin,Quintal,356,1500.0,4000.0,2025-01-19
2020,Elephant Foot Yam,Quintal,11,1500.0,5000.0,2025-01-19
2021,Ivy Gourd,Quintal,39,2500.0,5000.0,2025-01-19
2022,Beetroot,Quintal,195,1000.0,2500.0,2025-01-19
2023,Ash Gourd,Quintal,30,1000.0,2500.0,2025-01-19
2024,Parwal,Quintal,54,4000.0,6000.0,2025-01-19
2026,Hyacinth Beans,Quintal,99,2000.0,3500.0,2025-01-19
2027,Drumstick,Quintal,142,3000.0,8000.0,2025-01-19
2028,Raw Mango,Quintal,9,3000.0,15000.0,2025-01-19
2029,Chow Chow,Quintal,4,2000.0,4000.0,2025-01-19
2030,Kohlrabi,Quintal,4,4000.0,6000.0,2025-01-19
2031,Double Beans,Quintal,18,2500.0,5000.0,2025-01-19
2032,Amaranth Leaves,Quintal,13,2000.0,3500.0,2025-01-19
2033,Taro,Quintal,69,2000.0,3000.0,2025-01-19
2035,Pointed Gourd,Quintal,5,2500.0,6000.0,2025-01-19
2036,Zucchini,Quintal,18,2000.0,3000.0,2025-01-19
2037,Curry Leaves,Quintal,39,2500.0,5000.0,2025-01-19
2039,Tindora,Quintal,5,2000.0,3000.0,2025-01-19
2040,Colocasia,Quintal,7,1600.0,3000.0,2025-01-19
3023,Red and Yellow Pumpkin,Quintal,14,3000.0,4000.0,2025-01-19
3024,Basil,Quintal,1,2500.0,3000.0,2025-01-19
3025,Broccoli,Quintal,43,3000.0,4000.0,2025-01-19
3026,Bok Choy,Quintal,1,1500.0,2000.0,2025-01-19
3028,Chinese Cabbage,Quintal,2,1500.0,2000.0,2025-01-19
3029,Red Cabbage,Quintal,4,1500.0,2000.0,2025-01-19
3030,Avocado,Quintal,3,6000.0,7000.0,2025-01-19
3031,Baby Corn,Quintal,3,4000.0,5000.0,2025-01-19
3032,Zucchini,Quintal,9,1500.0,2000.0,2025-01-19
3033,Cherry Tomato,Quintal,1,2500.0,3000.0,2025-01-19
3035,Celery,Quintal,2,2500.0,5000.0,2025-01-19
3036,Mushroom,Quintal,5,10000.0,11000.0,2025-01-19
3037,Lotus Root,Quintal,2,2000.0,3500.0,2025-01-19
3039,Romaine Lettuce,Quintal,1,2500.0,3000.0,2025-01-19
3040,Leeks,Quintal,1,2000.0,2500.0,2025-01-19
3042,Chinese Garlic,Quintal,1,15000.0,20000.0,2025-01-19
3045,Sesame,Quintal,2000,5000.0,1.0,2025-01-19
3001,Coriander,Per Hundred,129195,300.0,900.0,2025-01-19
3002,Fenugreek,Per Hundred,55900,300.0,900.0,2025-01-19
3003,Dill,Per Hundred,11500,500.0,800.0,2025-01-19
3004,Spring Onion,Per Hundred,10975,400.0,1500.0,2025-01-19
3005,Spinach,Per Hundred,20950,400.0,800.0,2025-01-19
3006,Radish,Per Hundred,2583,500.0,2000.0,2025-01-19
3007,Amaranth Leaves,Per Hundred,2150,500.0,800.0,2025-01-19
3008,Mustard,Per Hundred,1000,400.0,800.0,2025-01-19
3009,Amaranth,Per Hundred,1800,400.0,700.0,2025-01-19
3010,Green Garlic,Per Hundred,17070,400.0,1000.0,2025-01-19
3011,Mint,Per Hundred,11000,200.0,500.0,2025-01-19
3014,Chia Seeds,Per Hundred,750,500.0,700.0,2025-01-19
3016,Chia,Per Hundred,2130,400.0,1000.0,2025-01-19
3022,Iceberg Lettuce,Quintal,9,2000.0,2500.0,2025-01-19
4001,Lemon,Quintal,308,500.0,3500.0,2025-01-19
4002,Guava,Quintal,411,1000.0,3000.0,2025-01-19
4005,Jackfruit,Quintal,5,1000.0,2000.0,2025-01-19
4007,Pear,Quintal,11,5000.0,12000.0,2025-01-19
4023,Plum,Quintal,1,4000.0,12000.0,2025-01-19
4027,Pomegranate,Quintal,6,1000.0,4000.0,2025-01-19
4034,Jamun,Quintal,737,2000.0,5000.0,2025-01-19
4038,Pineapple,Quintal,355,2600.0,6600.0,2025-01-19
4041,Custard Apple,Quintal,2,1500.0,4500.0,2025-01-19
4044,Fig,Quintal,49,5000.0,6000.0,2025-01-19
4049,Strawberry,Quintal,39,10000.0,20000.0,2025-01-19
4051,Jujube,Quintal,148,2000.0,3000.0,2025-01-19
4053,Cherry,Quintal,1,10000.0,30000.0,2025-01-19
4054,Sapodilla,Quintal,66,2000.0,5000.0,2025-01-19
4059,Pomegranate - No.1,Quintal,246,1500.0,13000.0,2025-01-19
4063,Apple - Shimla,Quintal,436,3000.0,12000.0,2025-01-19
4081,Amla,Quintal,117,2000.0,3000.0,2025-01-19
4085,Wood Apple,Quintal,2,1000.0,2000.0,2025-01-19
4086,Banana,Quintal,31,800.0,1600.0,2025-01-19
4088,Sweet Lime,Quintal,287,2000.0,6600.0,2025-01-19
4102,Papaya,Quintal,341,500.0,1500.0,2025-01-19
4142,Grapes - Tasgaon,Quintal,163,2000.0,11000.0,2025-01-19
5003,Rice - Basmati,Quintal,33,6100.0,12300.0,2025-01-19
5004,Rice - Basmati Dubar,Quintal,789,4400.0,6600.0,2025-01-19
5005,Rice - Mogara,Quintal,562,3300.0,4800.0,2025-01-19
5006,Rice Flakes,Quintal,631,3600.0,4400.0,2025-01-19
5007,Rice - Ambemohar,Quintal,40,6200.0,7400.0,2025-01-19
5008,Rice - Kolam,Quintal,672,4200.0,7200.0,2025-01-19
5010,Rice - Dass,Quintal,713,3400.0,3900.0,2025-01-19
5011,Rice - Ukada,Quintal,428,3300.0,4300.0,2025-01-19
5012,Rice - Masuri,Quintal,399,3500.0,4000.0,2025-01-19
5013,Rice - Indrayani,Quintal,125,4000.0,5800.0,2025-01-19
5015,Wheat - Lokwan,Quintal,2562,3200.0,3800.0,2025-01-19
5017,Wheat - Gujarat Vinat,Quintal,659,3400.0,4200.0,2025-01-19
5018,Wheat - Gujarat Tukdi,Quintal,420,3300.0,4000.0,2025-01-19
5019,Wheat - Sinhor,Quintal,402,4000.0,4800.0,2025-01-19
5021,Sorghum - Maldandi No.1,Quintal,712,4600.0,5200.0,2025-01-19
5022,Sorghum - Maldandi No.2,Quintal,408,4300.0,4700.0,2025-01-19
5024,Sorghum - Vasant No.9,Quintal,547,4100.0,4300.0,2025-01-19
5025,Sorghum - Duri,Quintal,404,3900.0,4200.0,2025-01-19
5026,Pearl Millet - Gowran,Quintal,580,3200.0,3400.0,2025-01-19
5027,Pearl Millet - Hybrid,Quintal,440,3300.0,3600.0,2025-01-19
5028,Pearl Millet - Mahico No.910,Quintal,452,3400.0,3800.0,2025-01-19
5030,Peas - Green,Quintal,34,10200.0,11700.0,2025-01-19
5031,Peas - White,Quintal,33,4200.0,4800.0,2025-01-19
5033,Lentil,Quintal,36,6800.0,7200.0,2025-01-19
5035,Coriander - Indore,Quintal,1,10000.0,12000.0,2025-01-19
5036,Coriander - Gowran,Quintal,1,9000.0,10000.0,2025-01-19
5037,Chickpeas - Chafa,Quintal,41,7500.0,8500.0,2025-01-19
5038,Chickpeas - Hybrid,Quintal,35,7400.0,8400.0,2025-01-19
5041,Black Gram,Quintal,4,9000.0,10200.0,2025-01-19
5043,Maize - Red,Quintal,1,2500.0,2600.0,2025-01-19
5045,Tamarind - Old,Quintal,2,5000.0,6000.0,2025-01-19
5046,Tamarind - New,Quintal,1,8000.0,10000.0,2025-01-19
5047,Peanut - Gunguru,Quintal,779,9400.0,9900.0,2025-01-19
5048,Peanut - Jara,Quintal,321,10000.0,10300.0,2025-01-19
5049,Peanut - Spanish,Quintal,454,10100.0,10700.0,2025-01-19
5050,Turmeric - Rajapuri,Quintal,1,15000.0,18000.0,2025-01-19
5054,Green Gram,Quintal,33,9000.0,9800.0,2025-01-19
5057,Horse Gram,Quintal,3,6200.0,7200.0,2025-01-19
5058,Cowpea,Quintal,5,9500.0,12000.0,2025-01-19
5061,Finger Millet,Quintal,3,4600.0,5400.0,2025-01-19
5063,Jaggery - Type 1,Quintal,308,3701.0,3875.0,2025-01-19
5064,Jaggery - Type 2,Quintal,188,3551.0,3675.0,2025-01-19
5065,Red Jaggery,Quintal,208,3461.0,3525.0,2025-01-19
5067,Box Jaggery,Quintal,286,3351.0,3451.0,2025-01-19
5068,Red Chilli - Byadgi,Quintal,2,17000.0,19000.0,2025-01-19
5069,Red Chilli - Guntur,Quintal,3,15000.0,17000.0,2025-01-19
6009,Dates,10 Kg,1550,500.0,1500.0,2025-01-19
6011,Grated Coconut,25 Kg,1600,2820.0,2980.0,2025-01-19
6018,Amaranth,50 Kg,1380,6300.0,7400.0,2025-01-19
7002,Marigold,1 Kg,336,100.0,200.0,2025-01-19
7005,Tube Rose,1 Kg,4870,40.0,80.0,2025-01-19
7006,Marigold,1 Kg,34556,10.0,30.0,2025-01-19
7007,Holy Basil,1 Kg,3790,10.0,20.0,2025-01-19
7009,Lightning,1 Kg,8413,10.0,30.0,2025-01-19
7011,White Chrysanthemum,1 Kg,17495,30.0,80.0,2025-01-19
7012,Yellow Chrysanthemum,1 Kg,8143,20.0,60.0,2025-01-19
7013,Aster,Per Hundred,7185,10.0,15.0,2025-01-19
7015,Lily,Bundle,522,5.0,10.0,2025-01-19
7016,Rose,Bunch,4960,10.0,15.0,2025-01-19
7018,Tube Rose Stick,Bunch,918,20.0,40.0,2025-01-19
7020,Golden D.J.,Bunch,3502,10.0,30.0,2025-01-19
7021,Gladiolus Plain,Bunch,144,10.0,40.0,2025-01-19
7022,Gladiolus Colored,Bunch,522,60.0,80.0,2025-01-19
7027,Tats,Bunch,2603,10.0,20.0,2025-01-19
7028,Gypsy,Bunch,650,50.0,100.0,2025-01-19
7031,Gerbera,Bunch,3409,10.0,20.0,2025-01-19
7032,Carnation,Bunch,491,60.0,100.0,2025-01-19
7033,Dutch Rose,Bunch,4514,50.0,150.0,2025-01-19
7035,Portia Tree,Per Piece,1952,10.0,15.0,2025-01-19
7036,Hibiscus,Per Hundred,95,5.0,10.0,2025-01-19
7038,Lilium,Bunch,122,600.0,800.0,2025-01-19
7039,Orchid,Bunch,595,200.0,400.0,2025-01-19
7040,Anthurium,Bunch,437,100.0,150.0,2025-01-19
7041,Grass,Bunch,1540,15.0,20.0,2025-01-19
7042,Leaf,Bunch,3360,20.0,40.0,2025-01-19
1001,Onion,Quintal,11677,1400.0,3000.0,2025-01-18
1002,Potato,Quintal,5055,1500.0,2200.0,2025-01-18
1003,Garlic,Quintal,679,15000.0,26000.0,2025-01-18
1004,Ginger,Quintal,534,1000.0,2800.0,2025-01-18
2001,Ladyfinger,Quintal,232,2000.0,7000.0,2025-01-18
2002,Cluster Beans,Quintal,51,4000.0,9000.0,2025-01-18
2003,Tomato,Quintal,1849,600.0,1500.0,2025-01-18
2004,Peas,Quintal,1643,2000.0,4500.0,2025-01-18
2005,Ridge Gourd,Quintal,276,3000.0,7000.0,2025-01-18
2006,Tinda,Quintal,35,3000.0,6000.0,2025-01-18
2007,Green Chilli,Quintal,1112,3000.0,6000.0,2025-01-18
2008,Bottle Gourd,Quintal,96,1500.0,4000.0,2025-01-18
2010,Cucumber,Quintal,569,1500.0,5000.0,2025-01-18
2011,Bitter Gourd,Quintal,82,2500.0,4500.0,2025-01-18
2012,Yam,Quintal,92,800.0,1400.0,2025-01-18
2013,Carrot,Quintal,1643,1200.0,2600.0,2025-01-18
2014,Snake Gourd,Quintal,39,2500.0,4000.0,2025-01-18
2015,Pointed Gourd,Quintal,9,2500.0,3000.0,2025-01-18
2016,Cauliflower,Quintal,812,600.0,1500.0,2025-01-18
2017,Cabbage,Quintal,693,400.0,1200.0,2025-01-18
2018,Brinjal,Quintal,504,1000.0,5000.0,2025-01-18
2019,Pumpkin,Quintal,321,2000.0,5000.0,2025-01-18
2020,Elephant Foot Yam,Quintal,6,2000.0,5000.0,2025-01-18
2021,Ivy Gourd,Quintal,28,3000.0,7000.0,2025-01-18
2022,Beetroot,Quintal,251,1500.0,2500.0,2025-01-18
2023,Ash Gourd,Quintal,35,1500.0,2000.0,2025-01-18
2024,Parwal,Quintal,24,3000.0,6500.0,2025-01-18
2026,Hyacinth Beans,Quintal,76,2500.0,4000.0,2025-01-18
2027,Drumstick,Quintal,39,7000.0,14000.0,2025-01-18
2031,Double Beans,Quintal,9,2500.0,6000.0,2025-01-18
2032,Amaranth Leaves,Quintal,17,2000.0,5000.0,2025-01-18
2033,Taro,Quintal,25,2000.0,3500.0,2025-01-18
2035,Pointed Gourd,Quintal,4,4000.0,6000.0,2025-01-18
2036,Zucchini,Quintal,15,1800.0,3000.0,2025-01-18
2037,Curry Leaves,Quintal,39,2000.0,5000.0,2025-01-18
2040,Colocasia,Quintal,5,1500.0,3000.0,2025-01-18
3023,Red and Yellow Pumpkin,Quintal,14,3000.0,4000.0,2025-01-18
3024,Basil,Quintal,1,1500.0,2000.0,2025-01-18
3025,Broccoli,Quintal,23,3000.0,3500.0,2025-01-18
3028,Chinese Cabbage,Quintal,1,1500.0,2000.0,2025-01-18
3031,Baby Corn,Quintal,2,4000.0,4500.0,2025-01-18
3032,Zucchini,Quintal,11,1500.0,2000.0,2025-01-18
3033,Cherry Tomato,Quintal,1,2000.0,3000.0,2025-01-18
3034,Lettuce,Quintal,2,2000.0,3000.0,2025-01-18
3035,Celery,Quintal,6,2500.0,5000.0,2025-01-18
3036,Mushroom,Quintal,5,10000.0,11000.0,2025-01-18
3037,Lotus Root,Quintal,3,2000.0,3500.0,2025-01-18
3041,Chinese Cucumber,Quintal,20,400.0,2000.0,2025-01-18
3042,Chinese Garlic,Quintal,2,15000.0,20000.0,2025-01-18
3001,Coriander,Per Hundred,142700,300.0,800.0,2025-01-18
3002,Fenugreek,Per Hundred,44600,300.0,1000.0,2025-01-18
3003,Dill,Per Hundred,9220,400.0,800.0,2025-01-18
3004,Spring Onion,Per Hundred,7290,800.0,1500.0,2025-01-18
3005,Spinach,Per Hundred,24000,500.0,800.0,2025-01-18
3006,Radish,Per Hundred,1879,1000.0,2000.0,2025-01-18
3007,Amaranth Leaves,Per Hundred,1890,500.0,1000.0,2025-01-18
3008,Mustard,Per Hundred,1180,500.0,700.0,2025-01-18
3009,Amaranth,Per Hundred,1850,400.0,1000.0,2025-01-18
3010,Green Garlic,Per Hundred,22210,400.0,1000.0,2025-01-18
3011,Mint,Per Hundred,15025,200.0,500.0,2025-01-18
3014,Chia Seeds,Per Hundred,1100,700.0,1200.0,2025-01-18
3016,Chia,Per Hundred,1150,500.0,1200.0,2025-01-18
3022,Iceberg Lettuce,Quintal,9,2000.0,2500.0,2025-01-18
4001,Lemon,Quintal,182,600.0,3700.0,2025-01-18
4002,Guava,Quintal,338,1000.0,5000.0,2025-01-18
4007,Pear,Quintal,41,5000.0,12000.0,2025-01-18
4023,Plum,Quintal,1,4000.0,15000.0,2025-01-18
4034,Jamun,Quintal,1012,2000.0,6000.0,2025-01-18
4038,Pineapple,Quintal,196,2000.0,4600.0,2025-01-18
4041,Custard Apple,Quintal,4,3000.0,10000.0,2025-01-18
4044,Fig,Quintal,26,3000.0,10000.0,2025-01-18
4049,Strawberry,Quintal,16,10000.0,25000.0,2025-01-18
4051,Jujube,Quintal,202,1000.0,2000.0,2025-01-18
4054,Sapodilla,Quintal,80,1000.0,3000.0,2025-01-18
4059,Pomegranate - No.1,Quintal,178,1000.0,12000.0,2025-01-18
4063,Apple - Shimla,Quintal,605,3000.0,11000.0,2025-01-18
4074,Karonda,Quintal,226,1000.0,2000.0,2025-01-18
4081,Amla,Quintal,82,2500.0,4500.0,2025-01-18
4086,Banana,Quintal,16,800.0,1600.0,2025-01-18
4088,Sweet Lime,Quintal,435,2000.0,6200.0,2025-01-18
4102,Papaya,Quintal,208,1000.0,2000.0,2025-01-18
4142,Grapes - Tasgaon,Quintal,97,2000.0,10000.0,2025-01-18
5003,Rice - Basmati,Quintal,35,6200.0,12100.0,2025-01-18
5004,Rice - Basmati Dubar,Quintal,792,4500.0,6800.0,2025-01-18
5005,Rice - Mogara,Quintal,566,3500.0,5000.0,2025-01-18
5006,Rice Flakes,Quintal,630,3600.0,4200.0,2025-01-18
5007,Rice - Ambemohar,Quintal,38,6000.0,7500.0,2025-01-18
5008,Rice - Kolam,Quintal,669,4400.0,7200.0,2025-01-18
5010,Rice - Dass,Quintal,715,3500.0,4000.0,2025-01-18
5011,Rice - Ukada,Quintal,425,3200.0,4400.0,2025-01-18
5012,Rice - Masuri,Quintal,401,3600.0,4100.0,2025-01-18
5013,Rice - Indrayani,Quintal,122,4200.0,6000.0,2025-01-18
5015,Wheat - Lokwan,Quintal,2559,3300.0,3900.0,2025-01-18
5017,Wheat - Gujarat Vinat,Quintal,663,3500.0,4300.0,2025-01-18
5018,Wheat - Gujarat Tukdi,Quintal,417,3400.0,4200.0,2025-01-18
5019,Wheat - Sinhor,Quintal,404,4000.0,4900.0,2025-01-18
5021,Sorghum - Maldandi No.1,Quintal,714,4500.0,5000.0,2025-01-18
5022,Sorghum - Maldandi No.2,Quintal,411,4300.0,4600.0,2025-01-18
5024,Sorghum - Vasant No.9,Quintal,550,4200.0,4400.0,2025-01-18
5025,Sorghum - Duri,Quintal,402,4000.0,4300.0,2025-01-18
5026,Pearl Millet - Gowran,Quintal,577,3100.0,3400.0,2025-01-18
5027,Pearl Millet - Hybrid,Quintal,443,3500.0,3800.0,2025-01-18
5028,Pearl Millet - Mahico No.910,Quintal,449,3600.0,4000.0,2025-01-18
5030,Peas - Green,Quintal,36,10400.0,11800.0,2025-01-18
5031,Peas - White,Quintal,30,4000.0,4800.0,2025-01-18
5033,Lentil,Quintal,39,3800.0,7000.0,2025-01-18
5035,Coriander - Indore,Quintal,1,10000.0,12000.0,2025-01-18
5036,Coriander - Gowran,Quintal,2,9000.0,10000.0,2025-01-18
5037,Chickpeas - Chafa,Quintal,43,7500.0,8700.0,2025-01-18
5038,Chickpeas - Hybrid,Quintal,37,7300.0,8500.0,2025-01-18
5041,Black Gram,Quintal,2,9000.0,10300.0,2025-01-18
5043,Maize - Red,Quintal,3,2400.0,2500.0,2025-01-18
5045,Tamarind - Old,Quintal,3,5000.0,6000.0,2025-01-18
5046,Tamarind - New,Quintal,1,8000.0,9000.0,2025-01-18
5047,Peanut - Gunguru,Quintal,781,9300.0,9800.0,2025-01-18
5048,Peanut - Jara,Quintal,324,9800.0,10100.0,2025-01-18
5049,Peanut - Spanish,Quintal,457,10200.0,10800.0,2025-01-18
5050,Turmeric - Rajapuri,Quintal,2,14000.0,18000.0,2025-01-18
5054,Green Gram,Quintal,35,8900.0,9900.0,2025-01-18
5057,Horse Gram,Quintal,6,6000.0,7300.0,2025-01-18
5058,Cowpea,Quintal,5,9400.0,12200.0,2025-01-18
5061,Finger Millet,Quintal,4,4500.0,5500.0,2025-01-18
5063,Jaggery - Type 1,Quintal,305,3711.0,3851.0,2025-01-18
5064,Jaggery - Type 2,Quintal,185,3575.0,3691.0,2025-01-18
5065,Red Jaggery,Quintal,210,3425.0,3551.0,2025-01-18
5067,Box Jaggery,Quintal,284,3800.0,4200.0,2025-01-18
5068,Red Chilli - Byadgi,Quintal,3,16000.0,18000.0,2025-01-18
5069,Red Chilli - Guntur,Quintal,4,15000.0,16000.0,2025-01-18
6009,Dates,10 Kg,1556,500.0,1400.0,2025-01-18
6011,Grated Coconut,25 Kg,1605,2870.0,2990.0,2025-01-18
6018,Amaranth,50 Kg,1385,6200.0,7200.0,2025-01-18
7002,Marigold,1 Kg,321,100.0,200.0,2025-01-18
7005,Tube Rose,1 Kg,4510,20.0,50.0,2025-01-18
7006,Marigold,1 Kg,31470,10.0,40.0,2025-01-18
7007,Holy Basil,1 Kg,3513,10.0,20.0,2025-01-18
7009,Lightning,1 Kg,7847,10.0,30.0,2025-01-18
7011,White Chrysanthemum,1 Kg,16832,20.0,40.0,2025-01-18
7012,Yellow Chrysanthemum,1 Kg,7159,10.0,30.0,2025-01-18
7013,Aster,Per Hundred,6184,5.0,10.0,2025-01-18
7015,Lily,Bundle,645,5.0,10.0,2025-01-18
7016,Rose,Bunch,4530,10.0,15.0,2025-01-18
7018,Tube Rose Stick,Bunch,914,20.0,40.0,2025-01-18
7020,Golden D.J.,Bunch,3312,10.0,25.0,2025-01-18
7021,Gladiolus Plain,Bunch,140,10.0,30.0,2025-01-18
7022,Gladiolus Colored,Bunch,521,60.0,80.0,2025-01-18
7027,Tats,Bunch,2580,10.0,20.0,2025-01-18
7028,Gypsy,Bunch,638,50.0,100.0,2025-01-18
7031,Gerbera,Bunch,3564,10.0,30.0,2025-01-18
7032,Carnation,Bunch,490,60.0,120.0,2025-01-18
7033,Dutch Rose,Bunch,4373,50.0,150.0,2025-01-18
7035,Portia Tree,Per Piece,1850,10.0,15.0,2025-01-18
7036,Hibiscus,Per Hundred,97,5.0,10.0,2025-01-18
7038,Lilium,Bunch,134,600.0,800.0,2025-01-18
7039,Orchid,Bunch,521,200.0,400.0,2025-01-18
7040,Anthurium,Bunch,438,100.0,120.0,2025-01-18
7041,Grass,Bunch,1720,15.0,20.0,2025-01-18
7042,Leaf,Bunch,3245,20.0,30.0,2025-01-18
1001,Onion,Quintal,13545,1500.0,3200.0,2025-01-17
1002,Potato,Quintal,5510,1500.0,2200.0,2025-01-17
1003,Garlic,Quintal,837,15000.0,26000.0,2025-01-17
1004,Ginger,Quintal,463,1000.0,2500.0,2025-01-17
